Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train Precision,Val Precision,Train Recall,Val Recall,Train IoU,Val IoU,Train Fscore,Val Fscore
22,0.9741169810295105,0.9792675077915192,0.954499614238739,0.9604170322418213,0.05851547420024872,0.05759295076131821,0.9952512264251709,0.9567149579524994,0.05849532037973404,0.05732050724327564,0.11038526445627213,0.10794088430702686
23,0.9732672095298767,0.977136880159378,0.9551633119583129,0.9546477794647217,0.059636383503675464,0.0516235763207078,0.9983283042907715,0.9923655837774277,0.05962980464100838,0.051599771715700626,0.11244007498025894,0.09791799820959568
24,0.9745144367218017,0.9769260138273239,0.9598651170730591,0.9582803249359131,0.06065157875418663,0.05393989197909832,0.9992087960243226,0.9348171502351761,0.06064854934811592,0.053750461898744106,0.11433081477880477,0.10170805640518665
25,0.9735937118530273,0.976775661110878,0.9653401136398315,0.9670841693878174,0.06947041898965836,0.07027549762278795,0.9962102174758911,0.9185717552900314,0.06945256441831589,0.06973759457468987,0.12986777126789092,0.12967624887824059
26,0.9705967545509339,0.975044772028923,0.9659217834472656,0.9648056030273438,0.07644423395395279,0.06834846176207066,0.9941707849502563,0.984713226556778,0.07640714347362518,0.06825410388410091,0.14192889630794525,0.12725194543600082
27,0.9717772245407105,0.9754021167755127,0.9686414718627929,0.9617362022399902,0.0764613077044487,0.05970930773764849,0.9987155795097351,0.9306491762399673,0.07645327374339103,0.05940276477485895,0.14192173779010772,0.11173794232308865
28,0.9707867980003357,0.9743109345436096,0.9715930223464966,0.9678959846496582,0.08366485685110092,0.07133121322840452,0.9987838506698609,0.9372075647115707,0.08365613073110581,0.07094715535640717,0.15436059534549712,0.13185958936810493
29,0.9674201965332031,0.9738649725914001,0.9692212343215942,0.964008092880249,0.08432944864034653,0.06288587860763073,0.9968778133392334,0.9055020362138748,0.08430593758821488,0.062456303276121616,0.15546722412109376,0.11688146367669106
30,0.9693156242370605,0.9733034670352936,0.97186838388443,0.9696230888366699,0.08389174938201904,0.06911031994968653,0.997996199131012,0.866761326789856,0.08387654572725296,0.06851850543171167,0.1547459214925766,0.1271578073501587
31,0.9680877208709717,0.9730751365423203,0.974223005771637,0.9743936061859131,0.09128843992948532,0.08520049136132002,0.9975826501846313,0.9215304851531982,0.09126785844564438,0.08446353860199451,0.16722342371940613,0.15496732108294964
32,0.9649480819702149,0.9712084084749222,0.971463143825531,0.9706611633300781,0.09019033312797546,0.08015765435993671,0.9940016031265259,0.9656929224729538,0.09013870805501938,0.07986128237098455,0.1653408646583557,0.14718526788055897
33,0.9630441308021546,0.9721252918243408,0.9721244812011719,0.971757173538208,0.09260210394859314,0.07808953057974577,0.9969480037689209,0.8640140295028687,0.09257481545209885,0.07689985074102879,0.16944544315338134,0.14169788174331188
34,0.9651635766029358,0.9715689569711685,0.9765626192092896,0.9724082946777344,0.10047647655010224,0.07866878621280193,0.9944178581237793,0.8724493831396103,0.10042448192834855,0.077764798887074,0.18245162963867187,0.14328014850616455
35,0.9638561725616455,0.9693696796894073,0.977186131477356,0.9728820323944092,0.10236184597015381,0.07808797154575586,0.9955217838287354,0.8933987766504288,0.10231344550848007,0.07736227475106716,0.1855946809053421,0.14281858317553997
36,0.9625211119651794,0.9702714085578918,0.9766642212867737,0.9741725921630859,0.1000209853053093,0.07673054281622171,0.995981240272522,0.8202684447169304,0.09997670352458954,0.07579667773097754,0.1817526936531067,0.1391694713383913
37,0.958681607246399,0.9673707485198975,0.9755098938941955,0.9734683036804199,0.10299794375896454,0.0778203159570694,0.979823648929596,0.8616964817047119,0.1027833566069603,0.07692874502390623,0.1863779753446579,0.14173475466668606
38,0.960565710067749,0.9685676842927933,0.9750303864479065,0.9732046127319336,0.09337522685527802,0.07271886430680752,0.9966156601905822,0.8240780308842659,0.09334242492914199,0.07160180807113647,0.1705386906862259,0.13266701065003872
39,0.9555355668067932,0.9683460295200348,0.9755182862281799,0.9766824245452881,0.10362519025802612,0.08059953525662422,0.9949605822563171,0.7931124642491341,0.10356628745794297,0.0792289450764656,0.18757976293563844,0.14513724111020565
40,0.9531859159469604,0.9665368944406509,0.9780498504638672,0.9774060249328613,0.11507581919431686,0.08127814996987581,0.9917708039283752,0.7639331109821796,0.114968441426754,0.08025446115061641,0.20616540014743806,0.14548682793974876
41,0.9514148950576782,0.9639267027378082,0.9785417437553405,0.9773221015930176,0.1174610435962677,0.08246318157762289,0.9931130766868591,0.7838774994015694,0.1173612967133522,0.08085049595683813,0.2100419282913208,0.14791217632591724
42,0.9532235741615296,0.9634599834680557,0.9815103650093079,0.9796915054321289,0.12266045659780503,0.0891285203397274,0.9952920317649842,0.7830391526222229,0.1225839912891388,0.08741135150194168,0.21829923689365388,0.1590059231966734
43,0.9509505033493042,0.9639658033847809,0.9828158736228942,0.9781079292297363,0.1301226943731308,0.08370751794427633,0.9923327565193176,0.758579894900322,0.12998824715614318,0.08205467276275158,0.2300609141588211,0.1493364628404379
44,0.9481670498847962,0.9618486166000366,0.9827744841575623,0.9804039001464844,0.13028666824102403,0.0930192219093442,0.9938079833984375,0.7782320752739906,0.13018620610237122,0.09072244819253683,0.23033133149147034,0.1645346451550722
45,0.9419919967651367,0.9615606963634491,0.9833047151565552,0.9798562526702881,0.14256085455417633,0.08508111257106066,0.9717375636100769,0.7358852177858353,0.14188392460346222,0.08262806013226509,0.24845891892910005,0.15102399699389935
46,0.9456491470336914,0.9583693742752075,0.9793205976486206,0.9773266315460205,0.1111548438668251,0.07876246050000191,0.9912667870521545,0.7682137042284012,0.11102777123451232,0.07758910721167922,0.19890720248222352,0.14217296242713928
47,0.9416418313980103,0.9660887122154236,0.9835435271263122,0.9843025207519531,0.13487535566091538,0.08875671960413456,0.9790229439735413,0.598298404365778,0.13447730094194413,0.08353999210521579,0.2370052456855774,0.15224815905094147
48,0.9346644163131714,0.9547573029994965,0.9823846817016602,0.9815592765808105,0.13591658174991608,0.10182509385049343,0.9676724195480346,0.7747548073530197,0.13528946340084075,0.09867091663181782,0.23831900656223298,0.17762850783765316
49,0.9312018990516663,0.9524221271276474,0.9824389815330505,0.9811255931854248,0.13657805621623992,0.09806552994996309,0.9738977074623107,0.773271732032299,0.13606491386890412,0.09640982747077942,0.2394782245159149,0.17260991223156452
50,0.9349029898643494,0.9503934532403946,0.983750331401825,0.979682207107544,0.13132762759923935,0.08461762126535177,0.944214916229248,0.7506061047315598,0.13034428507089615,0.08246779348701239,0.2303298830986023,0.15112169459462166
51,0.9307348847389221,0.9484283775091171,0.9828695297241211,0.978029727935791,0.12928585559129716,0.0834662951529026,0.9769412994384765,0.7911954373121262,0.12887889593839646,0.08140205405652523,0.2282952845096588,0.1499950196594
52,0.9262155532836914,0.9496390521526337,0.9838623642921448,0.9808003902435303,0.13729388117790223,0.08658109791576862,0.9859516739845275,0.7084348201751709,0.13702379167079926,0.08356721978634596,0.2410146027803421,0.15279637649655342
53,0.9200803995132446,0.952040046453476,0.9856929659843445,0.9833946228027344,0.15262618958950042,0.08724525570869446,0.9874879837036132,0.6096046157181263,0.15232807099819184,0.08282399643212557,0.2643670678138733,0.150129534304142
54,0.9168192386627197,0.9478206783533096,0.9876180052757263,0.983518123626709,0.1718481093645096,0.08694498892873526,0.9812930822372437,0.6327408850193024,0.1712767630815506,0.08291907981038094,0.2924410581588745,0.1514900755137205
55,0.9055359125137329,0.9410871118307114,0.9869803667068482,0.9845871925354004,0.17698973119258882,0.09652360435575247,0.9821788311004639,0.6582481972873211,0.17640972137451172,0.09239725675433874,0.2998730719089508,0.1671767197549343
56,0.898943030834198,0.9407540261745453,0.9873989701271058,0.9865567684173584,0.1812690645456314,0.10521510243415833,0.9801963448524476,0.637004379183054,0.18057843744754792,0.0995641527697444,0.3058486819267273,0.1789353396743536
57,0.8999350905418396,0.9420642405748367,0.9895391464233398,0.9861457347869873,0.19791293144226074,0.09917016699910164,0.9854793548583984,0.6014607548713684,0.1973288983106613,0.09324894659221172,0.3295601725578308,0.16844271309673786
58,0.8944168090820312,0.9370751231908798,0.9894784331321717,0.9867539405822754,0.19647641479969025,0.10330307018011808,0.985530149936676,0.6009343937039375,0.1959134727716446,0.09719229489564896,0.32760087251663206,0.17446471005678177
59,0.887448537349701,0.9355006664991379,0.9904869079589844,0.9887144565582275,0.21354202628135682,0.11753284651786089,0.98363037109375,0.5797279365360737,0.2127795547246933,0.10825003404170275,0.3508571028709412,0.19209964200854301
